Date,Sunspot
1964-09-16,81
1964-10-16,99.8
1964-11-15,157
1964-12-15,132.6
1965-01-14,158.3
1965-02-13,98.4
1965-03-15,122.5
1965-04-14,95.4
1965-05-14,129.5
1965-06-13,151.8
1965-07-13,108.7
1965-08-12,125
1965-09-11,133.6
1965-10-11,179
1965-11-10,172.5
1965-12-10,158.5
1966-01-09,130.5
1966-02-08,115
1966-03-10,180
1966-04-09,156.2
1966-05-09,136.2
1966-06-08,154.8
1966-07-08,166
1966-08-07,152.5
1966-09-06,121.7
1966-10-06,155.5
1966-11-05,147.8
1966-12-05,170.5
1967-01-04,192.3
1967-02-03,151.1
1967-03-05,169.9
1967-04-04,150.1
1967-05-04,137.1
1967-06-03,138.8
1967-07-03,129.3
1967-08-02,135.4
1967-09-01,132.4
1967-10-01,138.6
1967-10-31,157.9
1967-11-30,180.8
1967-12-30,145.7
1968-01-29,155.1
1968-02-28,180.5
1968-03-29,151.3
1968-04-28,159.3
1968-05-28,131.7
1968-06-27,140.8
1968-07-27,122.6
1968-08-26,134.8
1968-09-25,118.2
1968-10-25,129.2
1968-11-24,111.8
1968-12-24,85.9
1969-01-23,101.6
1969-02-22,81.5
1969-03-24,70.7
1969-04-23,114.7
1969-05-23,87
1969-06-22,71.3
1969-07-22,73.4
1969-08-21,89.5
1969-09-20,116.5
1969-10-20,87
1969-11-19,125.3
1969-12-19,113.5
1970-01-18,89.6
1970-02-17,113.9
1970-03-19,124.7
1970-04-18,108.3
1970-05-18,108.9
1970-06-17,90.7
1970-07-17,86.9
1970-08-16,59.2
1970-09-15,64.3
1970-10-15,61.8
1970-11-14,60.9
1970-12-14,65.4
1971-01-13,81.8
1971-02-12,60.3
1971-03-14,56.1
1971-04-13,33.2
1971-05-13,36.6
1971-06-12,84.1
1971-07-12,43.7
1971-08-11,34.3
1971-09-10,33.3
1971-10-10,39.4
1971-11-09,37.3
1971-12-09,30.9
1972-01-08,57.5
1972-02-07,56.3
1972-03-08,51.5
1972-04-07,79.1
1972-05-07,47.9
1972-06-06,57.2
1972-07-06,67.2
1972-08-05,35.9
1972-09-04,29.6
1972-10-04,27.3
1972-11-03,16.7
1972-12-03,16.9
1973-01-02,7.7
1973-02-01,13.1
1973-03-03,16.7
1973-04-02,40.4
1973-05-02,56.7
1973-06-01,20.3
1973-07-01,13.6
1973-07-31,27.9
1973-08-30,11.6
1973-09-29,11.9
1973-10-29,6.4
1973-11-28,31.5
1973-12-28,27.3
1974-01-27,18.2
1974-02-26,17.9
1974-03-28,2.9
1974-04-27,24.1
1974-05-27,20
1974-06-26,29.7
1974-07-26,7.9
1974-08-25,22.3
1974-09-24,23.8
1974-10-24,33.3
1974-11-23,13
1974-12-23,19
1975-01-22,27
1975-02-21,54.9
1975-03-23,30.6
1975-04-22,43
1975-05-22,62.4
1975-06-21,62.1
1975-07-21,41.6
1975-08-20,61.4
1975-09-19,73.7
1975-10-19,132.6
1975-11-18,108.4
1975-12-18,141.2
1976-01-17,117.1
1976-02-16,134.6
1976-03-17,99.7
1976-04-16,82.4
1976-05-16,195.7
1976-06-15,177.1
1976-07-15,138.5
1976-08-14,173.9
1976-09-13,235.9
1976-10-13,194.7
1976-11-12,195.3
1976-12-12,143.7
1977-01-11,190.3
1977-02-10,211.7
1977-03-12,225.7
1977-04-11,201.4
1977-05-11,266.9
1977-06-10,263.6
1977-07-10,259.5
1977-08-09,249.6
1977-09-08,226.1
1977-10-08,219.4
1977-11-07,178.7
1977-12-07,232.2
1978-01-06,254.7
1978-02-05,222.7
1978-03-07,192.9
1978-04-06,191.7
1978-05-06,219.6
1978-06-05,233.3
1978-07-05,209.5
1978-08-04,246.9
1978-09-03,156.6
1978-10-03,189.9
1978-11-02,196.6
1978-12-02,225.3
1979-01-01,194.7
1979-01-31,131.6
1979-03-02,205.3
1979-04-01,242.5
1979-05-01,245.3
1979-05-31,216.2
1979-06-30,186
1979-07-30,195.4
1979-08-29,149.8
1979-09-28,230.9
1979-10-28,221.1
1979-11-27,170.3
1979-12-27,119.3
1980-01-26,163.7
1980-02-25,139.4
1980-03-26,161.9
1980-04-25,167.4
1980-05-25,134.3
1980-06-24,127.5
1980-07-24,169
1980-08-23,115.5
1980-09-22,73.1
1980-10-22,88.7
1980-11-21,109.6
1980-12-21,132.5
1981-01-20,131.5
1981-02-19,108.9
1981-03-21,96
1981-04-20,69.9
1981-05-20,72.5
1981-06-19,45.7
1981-07-19,45.6
1981-08-18,74.8
1981-09-17,110.2
1981-10-17,116.7
1981-11-16,90.4
1981-12-16,96.9
1982-01-15,65.1
1982-02-14,55.7
1982-03-16,35
1982-04-15,22.6
1982-05-15,12.6
1982-06-14,26.5
1982-07-14,21.4
1982-08-13,17.8
1982-09-12,20.7
1982-10-12,16.9
1982-11-11,20.4
1982-12-11,32.4
1983-01-10,28.3
1983-02-09,39.9
1983-03-11,10.1
1983-04-10,4.3
1983-05-10,22
1983-06-09,17.9
1983-07-09,15.8
1983-08-08,2.8
1983-09-07,27.9
1983-10-07,13.8
1983-11-06,22.4
1983-12-06,16.1
1984-01-05,0.6
1984-02-04,18.1
1984-03-05,9.9
1984-04-04,5.1
1984-05-04,40.1
1984-06-03,15.4
1984-07-03,5.8
1984-08-02,9.8
1984-09-01,3.4
1984-10-01,17.4
1984-10-31,46
1984-11-30,39.1
1984-12-30,18.8
1985-01-29,38.2
1985-02-28,47.9
1985-03-30,42.2
1985-04-29,63.4
1985-05-29,48.8
1985-06-28,29.1
1985-07-28,70.5
1985-08-27,45.4
1985-09-26,91.2
1985-10-26,108.8
1985-11-25,74.2
1985-12-25,124.3
1986-01-24,131.4
1986-02-23,139.4
1986-03-25,142.7
1986-04-24,156.5
1986-05-24,156.8
1986-06-23,231.2
1986-07-23,210.1
1986-08-22,208.7
1986-09-21,170.4
1986-10-21,166.3
1986-11-20,195.4
1986-12-20,284.5
1987-01-19,180.5
1987-02-18,232
1987-03-20,225.1
1987-04-19,212.2
1987-05-19,238.2
1987-06-18,211.4
1987-07-18,227.4
1987-08-17,171.8
1987-09-16,191.7
1987-10-16,189.7
1987-11-15,175.2
1987-12-15,153.3
1988-01-14,191.1
1988-02-13,252.1
1988-03-14,169.1
1988-04-13,199.4
1988-05-13,178.8
1988-06-12,197.1
1988-07-12,195.3
1988-08-11,240.3
1988-09-10,197
1988-10-10,197.6
1988-11-09,166.9
1988-12-09,224.7
1989-01-08,240.2
1989-02-07,240.8
1989-03-09,168.9
1989-04-08,197.1
1989-05-08,159.5
1989-06-07,212.6
1989-07-07,198.3
1989-08-06,230.7
1989-09-05,151
1989-10-05,142.2
1989-11-04,94.3
1989-12-04,98.5
1990-01-03,114.2
1990-02-02,91.9
1990-03-04,94
1990-04-03,133.4
1990-05-03,129.6
1990-06-02,122
1990-07-02,81.4
1990-08-01,127.8
1990-08-31,102.4
1990-09-30,94.4
1990-10-30,78.8
1990-11-29,69.6
1990-12-29,80.4
1991-01-28,62.5
1991-02-27,31.2
1991-03-29,71.1
1991-04-28,48.2
1991-05-28,68.4
1991-06-27,84.9
1991-07-27,54.9
1991-08-26,47.5
1991-09-25,27.4
1991-10-25,29.8
1991-11-24,39.7
1991-12-24,50.6
1992-01-23,34.3
1992-02-22,40.5
1992-03-23,67.1
1992-04-22,29.5
1992-05-22,32.2
1992-06-21,32.6
1992-07-21,45.8
1992-08-20,46.3
1992-09-19,21.6
1992-10-19,19.4
1992-11-18,22.5
1992-12-18,20.4
1993-01-17,18.2
1993-02-16,15.7
1993-03-18,30.6
1993-04-17,14
1993-05-17,14.9
1993-06-16,13.3
1993-07-16,7.7
1993-08-15,12.6
1993-09-14,6.8
1993-10-14,7.6
1993-11-13,16.5
1993-12-13,11.8
1994-01-12,19.7
1994-02-11,3
1994-03-13,0.7
1994-04-12,24.9
1994-05-12,14
1994-06-11,7.4
1994-07-11,11
1994-08-10,12.1
1994-09-09,23
1994-10-09,25.4
1994-11-08,20.8
1994-12-08,12.9
1995-01-07,35.7
1995-02-06,59.7
1995-03-08,32.8
1995-04-07,50.4
1995-05-07,55.5
1995-06-06,44.5
1995-07-06,50.2
1995-08-05,82
1995-09-04,70.6
1995-10-04,74
1995-11-03,90.5
1995-12-03,96.7
1996-01-02,121.1
1996-02-01,132
1996-03-02,78.5
1996-04-01,97.3
1996-05-01,119.2
1996-05-31,86
1996-06-30,98
1996-07-30,103.5
1996-08-29,93.6
1996-09-28,149.6
1996-10-28,207.2
1996-11-27,173.5
1996-12-27,142.3
1997-01-26,106.3
1997-02-25,168.7
1997-03-27,188.3
1997-04-26,116.8
1997-05-26,133.1
1997-06-25,165.7
1997-07-25,217.7
1997-08-24,191.5
1997-09-23,165.9
1997-10-23,188
1997-11-22,244.3
1997-12-22,180.5
1998-01-21,156
1998-02-20,141.6
1998-03-22,158.1
1998-04-21,143.3
1998-05-21,142.6
1998-06-20,121.5
1998-07-20,165.8
1998-08-19,161.7
1998-09-18,142.1
1998-10-18,202.9
1998-11-17,123
1998-12-17,161.5
1999-01-16,238.2
1999-02-15,194.1
1999-03-17,176.6
1999-04-16,213.4
1999-05-16,184.6
1999-06-15,170.2
1999-07-15,147.1
1999-08-14,186.9
1999-09-13,187.5
1999-10-13,128.8
1999-11-12,161
1999-12-12,175.6
2000-01-11,187.9
2000-02-10,151.2
2000-03-11,147.2
2000-04-10,135.3
2000-05-10,133.5
2000-06-09,75.7
2000-07-09,100.7
2000-08-08,97.9
2000-09-07,86.8
2000-10-07,118.7
2000-11-06,128.3
2000-12-06,115.4
2001-01-05,78.5
2001-02-04,97.8
2001-03-06,82.9
2001-04-05,72.2
2001-05-05,60.6
2001-06-04,74.6
2001-07-04,74.8
2001-08-03,59.2
2001-09-02,72.8
2001-10-02,66.5
2001-11-01,83.8
2001-12-01,69.7
2001-12-31,48.8
2002-01-30,74.2
2002-03-01,70.1
2002-03-31,28.9
2002-04-30,48.1
2002-05-30,43.5
2002-06-29,39.6
2002-07-29,38.7
2002-08-28,61.9
2002-09-27,56.8
2002-10-27,62.4
2002-11-26,60.5
2002-12-26,37.2
2003-01-25,13.2
2003-02-24,27.5
2003-03-26,59.3
2003-04-25,20.9
2003-05-25,5.7
2003-06-24,17.3
2003-07-24,50.3
2003-08-23,37.2
2003-09-22,24.5
2003-10-22,22.2
2003-11-21,20.8
2003-12-21,23.7
2004-01-20,14.9
2004-02-19,35.7
2004-03-20,22.3
2004-04-19,29.3
2004-05-19,18.4
2004-06-18,7.2
2004-07-18,5.4
2004-08-17,19.5
2004-09-16,21.3
2004-10-16,15.1
2004-11-15,9.8
2004-12-15,4
2005-01-14,1.5
2005-02-13,2.8
2005-03-15,17.3
2005-04-14,4.1
2005-05-14,2.9
2005-06-13,15.5
2005-07-13,3.6
2005-08-12,4.6
2005-09-11,5.2
2005-10-11,0.6
2005-11-10,0.3
2005-12-10,1.2
2006-01-09,4.2
2006-02-08,6.6
2006-03-10,1
2006-04-09,1.3
2006-05-09,1.2
2006-06-08,0.6
2006-07-08,1.2
2006-08-07,2.9
2006-09-06,6.3
2006-10-06,5.5
2006-11-05,0
2006-12-05,7.1
2007-01-04,7.7
2007-02-03,6.9
2007-03-05,16.3
2007-04-04,19.5
2007-05-04,28.5
2007-06-03,24
2007-07-03,10.4
2007-08-02,13.9
2007-09-01,18.8
2007-10-01,25.2
2007-10-31,29.6
2007-11-30,36.4
2007-12-30,33.6
2008-01-29,34.4
2008-02-28,24.5
2008-03-29,27.3
2008-04-28,48.3
2008-05-28,78.6
2008-06-27,76.1
2008-07-27,58.2
2008-08-26,56.1
2008-09-25,64.5
2008-10-25,65.8
2008-11-24,120.1
2008-12-24,125.7
2009-01-23,139.1
2009-02-22,109.3
2009-03-24,94.4
2009-04-23,47.8
2009-05-23,86.6
2009-06-22,85.9
2009-07-22,96.5
2009-08-21,92
2009-09-20,100.1
2009-10-20,94.8
2009-11-19,93.7
2009-12-19,76.5
2010-01-18,87.6
2010-02-17,56.8
2010-03-19,96.1
2010-04-18,60.9
2010-05-18,78.3
2010-06-17,107.3
2010-07-17,120.2
2010-08-16,76.7
2010-09-15,86.2
2010-10-15,91.8
2010-11-14,54.5
2010-12-14,114.4
2011-01-13,113.9
2011-02-12,124.2
2011-03-14,117
2011-04-13,146.1
2011-05-13,128.7
2011-06-12,112.5
2011-07-12,112.5
2011-08-11,102.9
2011-09-10,100.2
2011-10-10,106.9
2011-11-09,130
2011-12-09,90
2012-01-08,103.6
2012-02-07,112.9
2012-03-08,93
2012-04-07,66.7
2012-05-07,54.5
2012-06-06,75.3
2012-07-06,88.8
2012-08-05,66.5
2012-09-04,65.8
2012-10-04,64.4
2012-11-03,78.6
2012-12-03,63.6
2013-01-02,62.2
2013-02-01,58
2013-03-03,57
2013-04-02,56.4
2013-05-02,54.1
2013-06-01,37.9
2013-07-01,51.5
2013-07-31,20.5
2013-08-30,32.4
2013-09-29,50.2
2013-10-29,44.6
2013-11-28,33.4
2013-12-28,21.4
2014-01-27,18.5
2014-02-26,26.1
2014-03-28,26.4
2014-04-27,17.7
2014-05-27,32.3
2014-06-26,18.9
2014-07-26,19.2
2014-08-25,17.8
2014-09-24,32.6
2014-10-24,43.7
2014-11-23,13.2
2014-12-23,5.7
2015-01-22,8.2
2015-02-21,6.8
2015-03-23,10.7
2015-04-22,2.5
2015-05-22,8.9
2015-06-21,13.1
2015-07-21,15.6
2015-08-20,1.6
2015-09-19,8.7
2015-10-19,3.3
2015-11-18,4.9
2015-12-18,4.9
2016-01-17,3.1
2016-02-16,7.7
2016-03-17,0.8
2016-04-16,9.4
2016-05-16,9.1
2016-06-15,9.9
2016-07-15,1.2
2016-08-14,0.9
2016-09-13,0.5
2016-10-13,1.1
2016-11-12,0.4
2016-12-12,0.5
2017-01-11,1.6
